name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,2002-01-01,28.6,25.6,27.2,33.8,25.6,30.7,25.2,88.7,0,0,0,,,,,16.6,279.9,1010.9,90,6.5,,,,,2002-01-01T06:57:21,2002-01-01T18:42:38,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999
Lagos,2002-01-02,33.1,26.1,29,39.4,26.1,33.8,25.1,80.5,0,0,0,,,,,18.4,11,1011.2,90,8.4,,,,,2002-01-02T06:57:46,2002-01-02T18:43:08,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-03,34.1,25.1,29.1,35.2,25.1,31.7,23.2,74.6,0,0,0,,,,,18.4,218.6,1011.7,90,4.9,,,,,2002-01-03T06:58:11,2002-01-03T18:43:39,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-04,33.1,33.1,33.1,39.4,39.4,39.4,24.1,59.3,0,0,0,,,,,14.8,170,1010.2,90,8,,,,,2002-01-04T06:58:35,2002-01-04T18:44:10,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,65201099999
Lagos,2002-01-05,31.1,25.6,28.3,37.4,25.6,33.1,25.4,85,0,0,0,,,,,20.5,193.4,1010,90,5.3,,,,,2002-01-05T06:58:59,2002-01-05T18:44:40,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-06,29.6,26.1,27.2,33.7,26.1,29.4,24.6,86.5,1.5,100,8.33,rain,,,,22.3,179.1,1010.2,90,8,,,,,2002-01-06T06:59:22,2002-01-06T18:45:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,65201099999
Lagos,2002-01-07,31.6,23.1,27,36.1,23.1,28.8,23.3,81.4,0,0,0,,,,,18.4,337.9,1009.4,90,7.1,,,,,2002-01-07T06:59:45,2002-01-07T18:45:40,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-08,31.6,25.1,28.2,39.3,25.1,32.6,24.9,82.6,0,0,0,,,,,14.8,152.6,1010.1,90,5.8,,,,,2002-01-08T07:00:06,2002-01-08T18:46:10,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-09,30.1,23.1,27.7,29.5,23.1,27.6,15,47.5,0,0,0,,,,,24.1,29.3,1011,90,1,,,,,2002-01-09T07:00:27,2002-01-09T18:46:39,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2002-01-10,27.7,21.4,24.7,27.8,21.4,24.6,13.5,50.9,0,0,0,,,,,24.1,317.7,1012.1,90,1,,,,,2002-01-10T07:00:47,2002-01-10T18:47:08,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,65201099999
