name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,2005-01-01,31.1,27.1,28.9,37.9,30.8,34.1,25.1,80.6,0,0,0,,,,,18.4,267.1,1012.9,90,5.4,,,,,2005-01-01T06:57:28,2005-01-01T18:42:46,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-02,32.2,25.1,29.7,37.9,25.1,33.8,24,73.5,0,0,0,,,,,18.4,6.5,1013.6,88.9,8.8,,,,,2005-01-02T06:57:53,2005-01-02T18:43:17,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-03,32.1,25.1,29.1,36.7,25.1,32,23,71.4,0,0,0,,,,,18.4,205.2,1010.7,90,5.7,,,,,2005-01-03T06:58:18,2005-01-03T18:43:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-04,31.1,24.1,27.3,37,24.1,29.5,23.8,83.2,0,0,0,,,,,27.7,225.1,1011.4,90,4,,,,,2005-01-04T06:58:42,2005-01-04T18:44:18,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-05,33.1,25.2,30.5,39.5,25.2,36.1,24.8,72.9,0,0,0,,,,,27.7,101.2,1010.8,90,6.1,,,,,2005-01-05T06:59:06,2005-01-05T18:44:48,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-06,30.6,25.1,27.5,30.2,25.1,27.3,15.4,50.8,0,0,0,,,,,38.9,30.2,,90,1.2,,,,,2005-01-06T06:59:28,2005-01-06T18:45:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-07,30.1,22.1,26.6,29.5,22.1,26.3,11.2,38.2,0,0,0,,,,,27.7,1.7,1012.2,90,0.1,,,,,2005-01-07T06:59:51,2005-01-07T18:45:48,0.9,Partially cloudy,Partly cloudy throughout the day.,fog,65201099999
Lagos,2005-01-08,30.1,22.1,26.2,28.9,22.1,25.9,9.8,35.9,0,0,0,,,,,37.1,30,1011,90,0.2,,,,,2005-01-08T07:00:12,2005-01-08T18:46:18,0.93,Partially cloudy,Partly cloudy throughout the day.,fog,65201099999
Lagos,2005-01-09,32.1,19.1,27.4,30.8,19.1,26.5,9.7,33.8,0,0,0,,,,,33.5,22.9,1009.8,90,1,,,,,2005-01-09T07:00:33,2005-01-09T18:46:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-10,33.1,25.1,29.1,32,25.1,28.5,12.1,35.4,0,0,0,,,,,33.5,55,1009.3,90,1.2,,,,,2005-01-10T07:00:53,2005-01-10T18:47:16,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-11,32.4,22.1,27.3,31.2,22.1,27,12.9,42.2,0,0,0,,,,,29.5,24,1010.6,90,1,,,,,2005-01-11T07:01:12,2005-01-11T18:47:44,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-12,32.1,20.1,26,31.7,20.1,25.6,13.9,50.7,0,0,0,,,,,22.3,48.9,1012.2,90,1,,,,,2005-01-12T07:01:30,2005-01-12T18:48:12,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-13,32.4,20.1,27.3,32,20.1,27.2,15.7,51.7,0,0,0,,,,,22.3,53.3,1010.4,90,1.3,,,,,2005-01-13T07:01:48,2005-01-13T18:48:40,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-14,33.6,20.4,27.7,32.3,20.4,26.9,12.9,43.9,0,0,0,,,,,18.4,41.7,1010.5,90,1.1,,,,,2005-01-14T07:02:05,2005-01-14T18:49:07,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-15,34.1,20.6,29.6,34.2,20.6,29.8,16.8,49,0,0,0,,,,,11.2,259.1,1010,90,1.4,,,,,2005-01-15T07:02:21,2005-01-15T18:49:34,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2005-01-16,34.7,23.1,29.6,36.3,23.1,31.4,20.8,62.3,0,0,0,,,,,22.3,204,1007.1,90,1.6,,,,,2005-01-16T07:02:36,2005-01-16T18:50:01,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
