name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeedmax,windspeedmin,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
Lagos,2012-07-28,28.5,23.6,26.1,32.8,23.6,27.3,22.8,82.2,0,0,0,,18.4,13,5.4,1013.9,67.7,9.9,,,,
Lagos,2012-07-29,27,23.7,24.8,29.6,23.7,24.9,22.9,89.3,3,100,8.33,rain,16.6,13.1,1.9,1013.7,72.2,8.8,,,,
Lagos,2012-07-30,29,23.6,25.5,32.7,23.6,26.3,22.7,85.3,0,0,0,,33.5,16.6,5.4,1014.5,63.9,10.1,,,,
Lagos,2012-07-31,27,23.7,24.6,29.6,23.7,24.7,22.5,88.2,3,100,4.17,rain,18.4,14.8,5.4,1014.2,72.3,8.4,,,,
Lagos,2012-08-01,26,23,24.6,26,23,24.6,22.4,88,0.3,100,4.17,rain,16.6,13,5.4,1014.3,70.4,8.9,,,,
Lagos,2012-08-02,27,23.3,25.1,29.6,23.3,25.4,22.5,85.6,0,0,0,,18.4,14.8,0.2,1015.1,61.1,9.3,,,,
Lagos,2012-08-03,29,23,25.5,33.6,23,26.3,22.7,85.1,0,0,0,,14.8,14.8,5.4,1014.5,63.9,9.2,,,,
Lagos,2012-08-04,27,24,25.3,30.1,24,25.6,22.4,84.2,1,100,4.17,rain,37.1,22.3,5.4,1014.8,83.5,9.9,,,,
Lagos,2012-08-05,26,23.7,24.7,26,23.7,24.7,22.2,86.6,0,0,0,,35.3,14.8,5.2,1015.8,57.1,10.1,,,,
Lagos,2012-08-06,27,22,24.1,29.5,22,24.2,21.6,86.2,0,0,0,,14.8,13,0,1016,66.2,9.1,,,,
Lagos,2012-08-07,26.4,22.9,24.5,26.4,22.9,24.5,22.3,87.8,0,0,0,,18.4,14.8,3.6,1015.1,72.3,9,,,,
Lagos,2012-08-08,28.5,23.6,25.2,32.5,23.6,25.9,22.5,85.4,0,0,0,,18.4,18.4,1.9,1015,58.1,10.3,,,,
Lagos,2012-08-09,28,23,24.8,31.3,23,25.3,21.9,84,2,100,4.17,rain,33.5,16.6,5.3,1015.1,61.4,10.4,,,,
Lagos,2012-08-10,25.3,23.5,24.4,25.3,23.5,24.4,21.7,85,0,0,0,,33.5,28.6,5.4,1014.8,81.6,10.5,,,,
Lagos,2012-08-11,27,23.3,24.8,29.2,23.3,25,21.9,84.2,0,0,0,,22.3,18.4,7.4,1015.7,78.8,10.3,,,,
Lagos,2012-08-12,29,23.6,25.3,32,23.6,25.9,22,82.9,0,0,0,,37.1,25.9,5.4,1016.7,68,10.7,,,,
Lagos,2012-08-13,27.1,22,24.5,29.3,22,24.7,21.6,84.7,0,0,0,,24.1,20.5,0,1016.3,58,10.3,,,,
Lagos,2012-08-14,27.5,21.9,24.5,29.8,21.9,24.8,21.1,82,0,0,0,,20.5,20.5,5.3,1015.3,71.4,10.2,,,,
Lagos,2012-08-15,29.6,23,25.2,32.1,23,25.7,21.1,78.8,0,0,0,,31.7,27.7,3.8,1016.3,62.2,10.3,,,,
Lagos,2012-08-16,28,21.6,24.3,30.7,21.6,24.9,21,82.2,0,0,0,,33.5,29.5,1.8,1016.4,55.2,8.3,,,,
Lagos,2012-08-17,26.1,21.6,24.2,26.1,21.6,24.2,21,82.8,0,0,0,,37.1,35.3,7.6,1014.4,59.1,9.8,,,,
Lagos,2012-08-18,27,23.8,24.7,29.6,23.8,24.9,21.7,83.7,0,0,0,,37.1,18.4,5.4,1013.3,74.1,9.8,,,,
Lagos,2012-08-19,27.1,24,25.2,29.7,24,25.7,22.5,84.7,0,0,0,,29.5,27.7,5.4,1015,73.5,10.4,,,,
Lagos,2012-08-20,28,23.7,25.7,31.9,23.7,26.7,22.6,83.4,0,0,0,,14.8,14.8,5.4,1016.4,68.7,10.6,,,,
Lagos,2012-08-21,28,23,24.8,31.3,23,25.1,22.3,86.6,0,0,0,,33.5,29.5,1.8,1015.1,70.8,9.8,,,,
Lagos,2012-08-22,27,23.9,24.7,29.6,23.9,24.8,22.8,89.3,25.9,100,4.17,rain,37.1,22.3,7.6,1015.3,82.5,9.2,,,,
Lagos,2012-08-23,27.3,23.8,25,30.1,23.8,25.5,22.8,88.1,25.9,100,4.17,rain,40.7,18.4,5.4,1014.8,72.2,10.2,,,,
Lagos,2012-08-24,28,23.1,25.1,31.9,23.1,25.6,22.7,86.9,0,0,0,,33.5,14.8,3.6,1015.4,66.4,10.1,,,,
Lagos,2012-08-25,27.5,23.2,25,30.6,23.2,25.3,22.9,88.3,0,0,0,,27.7,27.1,5.4,1016.5,69.1,9.9,,,,
Lagos,2012-08-26,26.4,23,24.5,26.4,23,24.5,23,91.1,2,100,4.17,rain,27.7,20.5,0,1016.1,70.1,8.2,,,,
Lagos,2012-08-27,28,23,25.3,31.9,23,26.2,22.8,86.1,0,0,0,,31.7,27.7,0,1015.3,74.7,9.8,,,,
Lagos,2012-08-28,28,24,25.1,31.3,24,25.6,23,88.3,4.1,100,4.17,rain,33.5,22.3,0,1015,70.2,9.6,,,,
Lagos,2012-08-29,29.3,23.8,25.7,33.6,23.8,26.7,23,85.6,0,0,0,,37.1,24.1,5.4,1015.1,61.2,10.4,,,,
Lagos,2012-08-30,29.7,22,25.3,34.2,22,26.4,22.5,85,0,0,0,,38.9,35.3,0,1015.6,61.4,9.3,,,,
Lagos,2012-08-31,28,23.6,25.4,31.3,23.6,26,22.5,84.1,0,0,0,,48.2,33.5,1,1015.4,58.3,9.7,,,,
Lagos,2012-09-01,27,23.7,25.3,29.6,23.7,25.6,22.5,84.9,0,0,0,,31.7,27.7,5.4,1015.1,72.1,10.2,,,,
Lagos,2012-09-02,26.1,24.1,25.2,26.1,24.1,25.2,22.6,85.8,0,0,0,,35.3,32.8,7.6,1015.2,73.6,9.8,,,,
Lagos,2012-09-03,28.5,23.9,25.7,32.1,23.9,26.6,22.6,83.2,0,0,0,,35.3,35.3,5.4,1016.1,74,10.4,,,,
Lagos,2012-09-04,28,24,25.5,31.3,24,26.3,22.9,85.6,0,0,0,,37.1,33.5,5.4,1015.3,68.7,10.2,,,,
Lagos,2012-09-05,27,24,25.2,30.1,24,25.3,23.2,88.6,0,0,0,,48.2,31.3,3.6,1015.7,76.6,9.8,,,,
Lagos,2012-09-06,28.8,22,25.3,32.8,22,26.3,22.6,85.2,0,0,0,,37.1,33.5,0,1016,62.1,8.9,,,,
Lagos,2012-09-07,30.3,23,25.8,36.1,23,27,23.3,86.6,8.9,100,4.17,rain,31.3,22.3,0,1015.4,62.5,9.8,,,,
Lagos,2012-09-08,28,24.8,25.9,31.9,24.8,26.8,23.5,86.8,0,0,0,,29.5,27.7,5.3,1015.1,70.4,10.7,,,,
Lagos,2012-09-09,29.1,23.8,25.9,33.7,23.8,27.2,22.8,83.3,0,0,0,,37.1,33.5,5.4,1015.3,61.9,10.7,,,,
Lagos,2012-09-10,29.6,24,25.9,34.2,24,27.2,23.1,85,0,0,0,,37.1,33.5,5.4,1014.5,65.1,10.5,,,,
Lagos,2012-09-11,27,24,25.1,30.1,24,25.2,23.2,89.5,11.9,100,4.17,rain,33.5,29.5,5.2,1014.2,79.4,9.2,,,,
Lagos,2012-09-12,28,23,25.4,31.9,23,26.1,23.3,88.2,3.4,100,8.33,rain,35.3,27.7,0,1015.3,60.7,10,,,,
Lagos,2012-09-13,28.3,23.8,25.6,32.4,23.8,26.5,23.5,88,0,0,0,,33.5,28.3,0,1015.4,74.6,10.2,,,,
Lagos,2012-09-14,25,23.8,24.3,25,23.8,24.3,23.1,93.1,0,0,0,,9.4,5.4,5.2,1015,65.2,10.3,,,,
Lagos,2012-09-15,29,25,26.9,33.6,25,29,23.1,79.6,0,0,0,,37.1,31.3,11.2,1012.9,73.3,10.3,,,,
Lagos,2012-09-16,28.7,23.9,26,32.8,23.9,27.3,23,83.5,1,100,4.17,rain,38.9,35.3,7.6,1014.2,70.9,10.6,,,,
Lagos,2012-09-17,28.8,24,26,32.5,24,27.2,23.2,84.8,0,0,0,,29.5,33.5,0,1014.9,63.9,10.5,,,,
Lagos,2012-09-18,29.3,23,26.1,34.7,23,27.6,23.4,85.5,0,0,0,,31.7,27.7,0,1014.7,55.6,9.9,,,,
Lagos,2012-09-19,29,23.8,26.1,33.6,23.8,27.3,23.3,85.1,1,100,8.33,rain,33.5,29.5,0.4,1013.6,72.6,10.5,,,,
Lagos,2012-09-20,28,23,25.4,32.7,23,26.3,23.2,87.8,56.9,100,4.17,rain,31.7,20.5,0,1013.6,69.9,9,,,,
Lagos,2012-09-21,30,23,26.4,37.4,23,28.3,23.7,85.4,7.1,100,4.17,rain,29.5,27.7,0,1014.3,61.9,9.6,,,,
Lagos,2012-09-22,29.1,23,25.6,35.5,23,26.8,23.7,89.5,4.1,100,4.17,rain,37.1,37.1,0,1014.2,66.2,9.1,,,,
Lagos,2012-09-23,29,23,25.9,35.6,23,27.6,24,89.8,0,0,0,,29.5,33.5,0,1014.8,70.1,8.3,,,,
Lagos,2012-09-24,29.8,24,26.4,35.8,24,28.3,24.1,87.1,0,0,0,,27.7,24.1,0,1013.7,61.3,10.1,,,,
Lagos,2012-09-25,30.5,24,26.6,37.6,24,29,24.5,88.2,0,0,0,,37.1,33.5,0,1012.8,69.8,10.2,,,,
Lagos,2012-09-26,29,21.9,25.4,34.5,21.9,26.8,23.2,88,45,100,4.17,rain,55.4,18.4,0,1013.4,56.3,9.4,,,,
Lagos,2012-09-27,26.7,22.4,24.8,26.7,22.4,24.8,23.7,93.5,51.1,100,12.5,rain,29.5,25.9,0,1014.8,77.4,8.1,,,,
Lagos,2012-09-28,31.7,24,26.3,39.2,24,28.2,24.1,88.2,0,0,0,,24.1,20.5,0.1,1015,59.9,9.4,,,,
Lagos,2012-09-29,26.3,22,24.3,26.3,22,24.3,22.6,90.3,22.1,100,8.33,rain,48.2,44.3,0.3,1014.6,55.4,9.2,,,,
Lagos,2012-09-30,29.1,21.7,24.5,33.7,21.7,25.3,22.7,89.7,2,100,4.17,rain,25.9,20.5,0,1013.5,59.7,7.7,,,,
Lagos,2012-10-01,29,23,25.6,35.6,23,27.2,23.7,89.4,0,0,0,,38.9,35.3,0,1014.3,61.8,8.3,,,,
Lagos,2012-10-02,30.1,23,25.3,36.2,23,26.8,23.3,89.3,6.1,100,4.17,rain,81.4,77.8,0,1014.4,65.5,8.7,,,,
Lagos,2012-10-03,30,22,25.8,37.4,22,27.8,23.6,88.3,6.1,100,4.17,rain,25.9,21.9,0,1014,58.4,8.6,,,,
Lagos,2012-10-04,30.1,22,25.3,37.6,22,26.2,23.7,90.7,42.9,100,8.33,rain,53.6,46.5,0,1013.1,61.5,8.8,,,,
Lagos,2012-10-05,30,23.7,26.4,37.4,23.7,28.7,24.4,88.9,5.1,100,4.17,rain,37.1,33.5,0,1012.2,68.1,7.3,,,,
Lagos,2012-10-06,29,23,25,35.6,23,25.6,23.7,92.9,16,100,4.17,rain,22.3,20.5,0,1012.7,56.7,8,,,,
Lagos,2012-10-07,29.6,23,25.8,35.6,23,27.7,23.8,88.8,0,0,0,,31.7,27.7,0,1012.5,54.8,8.9,,,,
Lagos,2012-10-08,26.2,23,24.3,26.2,23,24.3,23,92.7,0,0,0,,25.9,22.3,0,1013.3,66.7,6.8,,,,
Lagos,2012-10-09,29.1,21.9,25.6,35.8,21.9,27.5,23.5,88.9,0,0,0,,25.9,22.3,0,1012.9,50.8,8,,,,
Lagos,2012-10-10,31,24,26.9,40.6,24,29.7,24.7,88.2,0,0,0,,31.7,27.7,0,1012.6,72.4,8.4,,,,
Lagos,2012-10-11,30,24,26.2,38.8,24,27.9,24.7,91.5,99.1,100,8.33,rain,18.4,13,0.2,1013,69.2,8.1,,,,
Lagos,2012-10-12,31.1,24.7,27.2,39.3,24.7,30.2,24.9,87.7,0,0,0,,35.3,30.9,0,1013.6,67.9,9.5,,,,
Lagos,2012-10-13,31,24.7,27.1,39.1,24.7,29.8,24.6,86.5,0,0,0,,29.5,25.9,0.2,1013.5,69.5,9.7,,,,
Lagos,2012-10-14,,,,,,,,,,,0,,,0,214748364.7,,,,,,,
Lagos,2012-10-15,28.1,23,24.5,32.8,23,24.9,22.6,89.4,1.5,100,8.33,rain,25.9,21.9,5.3,1011.6,63.4,7.8,,,,
Lagos,2012-10-16,29.2,22,25.5,34.6,22,27.4,23.2,87.5,0,0,0,,16.6,13,0,1012.4,56.7,7,,,,
Lagos,2012-10-17,29.2,24,26,35.6,24,27.8,23.9,88.5,0,0,0,,22.3,22.3,0,1012.7,56.8,9.2,,,,
Lagos,2012-10-18,28,22,24.9,32.7,22,25.8,23.3,91,15,100,8.33,rain,22.3,18.4,0,1011.9,69.4,7.1,,,,
Lagos,2012-10-19,29.5,22,23.8,35.7,22,24,22.5,92.9,23.1,100,4.17,rain,63,54.4,0,1011.8,57.9,6.2,,,,
Lagos,2012-10-20,29.6,22,25.5,35,22,27.1,23.3,88.2,0,0,0,,27.7,24.1,1.8,1011.2,41.5,7.1,,,,
Lagos,2012-10-21,30,24,26.6,36.2,24,29,24.2,86.6,0,0,0,,29.5,20.5,0,1010.7,61.5,10.5,,,,
Lagos,2012-10-22,29.1,23,25.9,35.3,23,27.6,23.7,87.7,0,0,0,,16.6,24.1,3.6,1011.5,57.1,9.9,,,,
Lagos,2012-10-23,31,22.9,26.8,39.1,22.9,29.8,23.9,84.4,0,0,0,,29.5,25.9,3.6,1012.5,66.8,9.2,,,,
Lagos,2012-10-24,28,22.9,24.9,32.7,22.9,25.9,23.3,90.7,23.9,100,4.17,rain,22.3,18.4,0,1012.9,66.9,9.2,,,,
Lagos,2012-10-25,32,22.1,26.3,39.2,22.1,28.5,23.3,84.3,0,0,0,,25.9,20.5,0,1012.3,50.3,8.2,,,,
Lagos,2012-10-26,30,24,26.2,37.4,24,28.1,24,88,0,0,0,,18.4,13,0,1012.4,53.2,9.8,,,,
Lagos,2012-10-27,28.3,24,25.5,33.7,24,26.4,23.4,88.5,2,100,4.17,rain,74.2,55.4,0,1012.1,66.9,9.5,,,,
Lagos,2012-10-28,32.1,22,26.9,40.8,22,29.7,23.7,83.9,0,0,0,,22.3,18.4,2,1012.5,47,7.5,,,,
Lagos,2012-10-29,31.5,24,27.6,38,24,30.7,24.1,82,0,0,0,,35.3,31.3,0,1012.7,55.4,9.9,,,,
Lagos,2012-10-30,31,24.5,27.4,39.1,24.5,30.4,24.5,84.6,0,0,0,,37.1,33.5,0,1013,66.8,9.3,,,,
Lagos,2012-10-31,31,24.1,27,40.6,24.1,29.6,24.4,86.2,3,100,4.17,rain,20.5,27.7,0,1012.4,61.4,10.2,,,,
Lagos,2012-11-01,31.1,23.3,27.6,39.3,23.3,31.5,24.6,84.2,0,0,0,,22.3,24.1,0,1012.1,59.1,9.6,,,,
Lagos,2012-11-02,30,24.9,27.6,38.8,24.9,31.2,24.8,85.4,0,0,0,,37.1,31.3,0,1011.6,69.9,10,,,,
Lagos,2012-11-03,31,24.3,27.4,37.7,24.3,30,24.2,83.3,0,0,0,,38.9,35.3,0,1012.5,60.4,10.3,,,,
Lagos,2012-11-04,30.3,24.8,26.7,36.2,24.8,28.9,24.1,85.9,0,0,0,,33.5,23.6,3.6,1012.7,53.3,9.4,,,,
Lagos,2012-11-05,31.3,24.7,27.5,40.4,24.7,30.7,24.6,84.6,0,0,0,,22.3,18.2,3.4,1012.1,56.1,9.5,,,,
Lagos,2012-11-06,33,23,27,40.6,23,30,23.8,83.2,8.9,100,4.17,rain,37.1,33.5,0,1012.6,65,9.6,,,,
Lagos,2012-11-07,32,24.8,27.7,39.2,24.8,30.7,24.7,84.1,8.9,100,8.33,rain,25.9,22.3,0,1012.8,58.4,9.7,,,,
Lagos,2012-11-08,31.5,24,27.3,39.2,24,30.4,24.7,85.6,0,0,0,,33.5,29.5,3.6,1011.6,57.1,9.6,,,,
Lagos,2012-11-09,26.1,22,24.2,26.1,22,24.2,22.3,89.7,2,100,4.17,rain,48.2,44.3,0,1011,61.8,8.2,,,,
Lagos,2012-11-10,30.7,22,26.2,38,22,28.9,23.7,86.6,0,0,0,,16.6,14.8,3.6,1010.6,53,7.4,,,,
Lagos,2012-11-11,29.1,24,26.2,35.8,24,28.1,24.2,89.4,0,0,0,,14.8,22.3,1.8,1011.4,60.1,8.8,,,,
Lagos,2012-11-12,29,24.1,26.3,35.6,24.1,28,24.4,89.1,0,0,0,,13,7.7,2.2,1011.8,53.4,6.3,,,,
Lagos,2012-11-13,32.2,24.6,27.7,40.8,24.6,31.4,24.9,85.2,0,0,0,,31.7,27.7,0,1012.3,44.2,9.6,,,,
Lagos,2012-11-14,31.1,24,27.5,40.8,24,30.9,24.6,84.6,0,0,0,,31.7,27.7,0,1011.8,60.5,9.1,,,,
Lagos,2012-11-15,32.4,24.7,27.7,40.2,24.7,31.4,24.8,84.6,0,0,0,,24.1,11.2,0,1011.3,53.9,9,,,,
Lagos,2012-11-16,32.4,25,28.1,43,25,32.4,25.4,85.7,0,0,0,,25.9,21.8,5.3,1011,58,9.5,,,,
Lagos,2012-11-17,31.3,24.7,27.7,40.6,24.7,31.8,25.3,87.3,0,0,0,,29.5,25.9,0,1011.3,58.1,8.7,,,,
Lagos,2012-11-18,31,24.4,27.4,38.8,24.4,31.3,25.1,87.4,5.1,100,4.17,rain,25.9,20.5,0,1011.6,57.4,9.1,,,,
Lagos,2012-11-19,31.3,25.6,27.2,39.1,25.6,29.9,25.1,88.6,4.1,100,4.17,rain,33.5,13,0,1012.2,55.5,9.7,,,,
Lagos,2012-11-20,31.6,24.8,27.6,40.2,24.8,31.5,25.4,88.2,4.1,100,4.17,rain,16.6,9.4,2,1011.8,54.6,8.2,,,,
Lagos,2012-11-21,31.4,25,27.9,40.6,25,32.1,25.5,87.4,39.8,100,8.33,rain,22.3,82.3,0,1011.6,61.3,9.8,,,,
Lagos,2012-11-22,32.5,24,27.5,40.9,24,30.7,24.3,83.8,0,0,0,,25.9,22.3,0,1010.8,55.5,8.5,,,,
Lagos,2012-11-23,32.1,24.1,26.9,42.5,24.1,29.4,24.9,89,55.1,100,4.17,rain,9.4,27.7,0,1010.4,56.3,8.5,,,,
Lagos,2012-11-24,30.2,23.8,25.9,39.4,23.8,27.5,24.3,91.2,6.1,100,4.17,rain,24.1,20.5,3.6,1011,52.7,7,,,,
Lagos,2012-11-25,34.1,24,27.2,41.9,24,31,25,88.1,0,0,0,,13,14.7,0,1011.6,59.6,8.7,,,,
Lagos,2012-11-26,27,24.1,25.9,30.6,24.1,26.5,24.4,91.2,0,0,0,,18.4,7.6,2.1,1013,47.1,8.3,,,,
Lagos,2012-11-27,31.4,22,26.7,40.6,22,29.6,24,86,0,0,0,,22.3,11.2,0,1013,56.8,6.9,,,,
Lagos,2012-11-28,31.6,24,27.7,40.8,24,31.7,25,85.6,0,0,0,,24.1,22.3,0,1011.9,54.8,8.9,,,,
Lagos,2012-11-29,32.1,24,27.7,44.1,24,31.8,25,85.8,0,0,0,,27.7,25.9,0,1010.6,52.5,8.3,,,,
Lagos,2012-11-30,31.1,24.6,27.3,40.8,24.6,30.7,25.2,88.4,0,0,0,,13,13,5.4,1009.8,61.7,8.2,,,,
Lagos,2012-12-01,,,,,,,,,,,0,,,0,214748364.7,,,,,,,
Lagos,2012-12-02,,,,,,,,,,,0,,,0,214748364.7,,,,,,,
Lagos,2012-12-03,,,,,,,,,,,0,,,0,214748364.7,,,,,,,
Lagos,2012-12-04,31.1,26.1,28.9,39.1,26.1,34.3,25.3,81.4,0,0,0,,31.7,29.5,5.4,1011.6,64.8,10,,,,
Lagos,2012-12-05,30,24.8,27,38.8,24.8,30,24.8,88.1,0,0,0,,22.3,18.4,3.6,1011.1,60.8,9.7,,,,
Lagos,2012-12-06,30.2,24.1,26.7,38.8,24.1,29.5,24.7,89,0,0,0,,13,11.2,0,1011.2,44.1,9.1,,,,
Lagos,2012-12-07,30.6,25.1,27.2,39.3,25.1,30.1,25.3,89.6,99.1,100,4.17,rain,22.3,18.4,3.6,1012.3,53.9,8.4,,,,
Lagos,2012-12-08,31.1,24.6,27.2,40.8,24.6,30.5,25.2,88.7,0,0,0,,27.7,24.1,2.1,1013,57.2,8.5,,,,
Lagos,2012-12-09,31.8,24.1,26.8,40.6,24.1,29.3,24.5,87.8,0,0,0,,33.5,18.4,0,1012.7,56.3,8.5,,,,
Lagos,2012-12-10,31,24,27,40.6,24,30.2,24.8,88,0,0,0,,13,18.4,0,1011,62.8,8.4,,,,
Lagos,2012-12-11,31.1,25,27.5,42.6,25,31.4,25.3,87.9,0,0,0,,14.8,13,3.6,1010.8,47.9,9.7,,,,
Lagos,2012-12-12,31.7,23.8,26.3,42.6,23.8,28.5,24.2,88.6,16,100,4.17,rain,24.1,20.5,0,1010.8,55.4,7.6,,,,
Lagos,2012-12-13,31.8,23.9,26.6,42.5,23.9,29.9,24.9,91,0,0,0,,24.1,20.5,0,1010.2,57.8,7.7,,,,
Lagos,2012-12-14,32,24.1,27.3,46.2,24.1,31.4,25.5,89.8,0,0,0,,25.9,22.3,0,1010.6,54.3,7.8,,,,
Lagos,2012-12-15,33.7,25,28,50.4,25,32.4,25.1,85.3,0,0,0,,18.4,14.8,5.3,1011.1,47,8,,,,
Lagos,2012-12-16,32.1,25,27.5,42.4,25,31.5,25.1,87.3,0,0,0,,14.8,11.2,0,1010.7,56.5,7.2,,,,
Lagos,2012-12-17,32.2,24,27.3,46.4,24,31.5,25.2,88.6,0,0,0,,16.6,13,0,1010.2,55.6,7.1,,,,
Lagos,2012-12-18,33,24,27.1,47.9,24,31,25.1,88.9,0,0,0,,14.8,14.8,0,1010.6,51.5,6.7,,,,
Lagos,2012-12-19,31.1,23,26.6,42.6,23,29.5,23.1,83.4,0,0,0,,14.8,13,3.6,1011.5,41.2,5.9,,,,
Lagos,2012-12-20,33.2,25,29,42.4,25,34.4,25,80.3,0,0,0,,11.2,7.6,5.4,1010.1,37.6,6.4,,,,
Lagos,2012-12-21,30,24,26,40.4,24,28.1,23.9,88.6,0,0,0,,9.4,9.4,3.6,1011.8,24,4.3,,,,
Lagos,2012-12-22,32,23.8,27.2,46.2,23.8,31.6,24.8,86.8,0,0,0,,13,9.4,0,1011.8,41.2,5.6,,,,
Lagos,2012-12-23,34.6,24,28.2,45.2,24,31.8,24,79.3,0,0,0,,22.3,25.9,0,1011.6,23.8,5.6,,,,
Lagos,2012-12-24,33,23,27.2,41.4,23,29.4,23.1,79.6,0,0,0,,31.7,27.7,1.8,1011.7,48.6,4.8,,,,
Lagos,2012-12-25,33.3,23,26.9,42.4,23,29.2,23.5,83.1,0,0,0,,16.6,18.4,5.4,1012,39.2,4.4,,,,
Lagos,2012-12-26,33.1,22.6,26.9,50.4,22.6,30.7,24.3,86.2,0,0,0,,11.2,14.8,5.2,1012.2,31.3,5.8,,,,
Lagos,2012-12-27,32.3,23.1,27.2,44.3,23.1,31,24.1,83.5,0,0,0,,14.8,13,3.6,1012.1,37.3,5.6,,,,
Lagos,2012-12-28,33,23.9,27.4,38.1,23.9,30.1,23.3,79.4,0,0,0,,14.8,18.4,0.1,1011.7,44.3,5.7,,,,
Lagos,2012-12-29,34.1,24,28,42.6,24,31.3,23.7,78.8,0,0,0,,16.6,18.4,0,1011.4,30.9,5.6,,,,
Lagos,2012-12-30,32.1,23.8,27.1,46.4,23.8,31,24.6,86.6,0,0,0,,22.3,18.4,3.6,1011.4,43.7,6.2,,,,
Lagos,2012-12-31,35.6,24,27.8,54.9,24,31.7,23.9,80.8,0,0,0,,18.4,14.8,3.6,1011.2,32.1,6.8,,,,
