name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,2003-01-01,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,2003-01-01T06:57:14,2003-01-01T18:42:30,0.95,,,,
Lagos,2003-01-02,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,2003-01-02T06:57:40,2003-01-02T18:43:01,0,,,,
Lagos,2003-01-03,24.6,24.6,24.6,24.6,24.6,24.6,23.2,91.9,0,0,0,,,,,22.3,230,1012.7,90,4,,,,,2003-01-03T06:58:05,2003-01-03T18:43:32,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,65201099999
Lagos,2003-01-04,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-04T06:58:30,2003-01-04T18:44:02,0.05,,,,
Lagos,2003-01-05,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-05T06:58:53,2003-01-05T18:44:33,0.08,,,,
Lagos,2003-01-06,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-06T06:59:17,2003-01-06T18:45:03,0.12,,,,
Lagos,2003-01-07,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-07T06:59:39,2003-01-07T18:45:33,0.15,,,,
Lagos,2003-01-08,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-08T07:00:01,2003-01-08T18:46:02,0.18,,,,
Lagos,2003-01-09,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-09T07:00:22,2003-01-09T18:46:32,0.21,,,,
Lagos,2003-01-10,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-10T07:00:42,2003-01-10T18:47:01,0.25,,,,
Lagos,2003-01-11,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-11T07:01:02,2003-01-11T18:47:30,0.28,,,,
Lagos,2003-01-12,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-12T07:01:21,2003-01-12T18:47:58,0.31,,,,
Lagos,2003-01-13,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-13T07:01:39,2003-01-13T18:48:26,0.34,,,,
Lagos,2003-01-14,,,,,,,,,,,0,,,,,0,,,,,,,,,2003-01-14T07:01:56,2003-01-14T18:48:53,0.37,,,,
