name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lagos,2011-01-01,31.1,16.7,22.9,29.3,16.7,22.6,13.5,62.2,0,0,0,,,,,27.7,57,1008.9,14.2,3.6,191.6,16.6,7,,2011-01-01T06:57:15,2011-01-01T18:42:31,0.9,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-02,31.1,18,23.7,31.4,18,23.8,17.1,69.8,0,0,0,,,,7.6,14.8,312.4,1008.8,19.8,3.6,223,19.4,8,,2011-01-02T06:57:40,2011-01-02T18:43:02,0.93,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-03,32,20,25.4,34.1,20,26.1,19.9,74.3,0,0,0,,,,13,14.8,344.2,1008.7,23.4,3,208,18.1,7,,2011-01-03T06:58:05,2011-01-03T18:43:32,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
Lagos,2011-01-04,32.1,21,25.8,35.9,21,27.3,22,81.2,0,0,0,,,,,18.4,255.9,1009.4,14.8,3.3,203.9,17.6,7,,2011-01-04T06:58:30,2011-01-04T18:44:03,0,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-05,32.2,23,27.1,38.1,23,29.5,23.7,83.3,0,0,0,,,,18.4,18.4,259.8,1009.7,41,3.9,184.1,16,7,,2011-01-05T06:58:53,2011-01-05T18:44:33,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-06,31.6,24,27.3,37.9,24,29.9,24.5,85.6,0,0,0,,,,24.1,20.5,250.3,1009.6,39.2,4.1,100.8,8.6,4,,2011-01-06T06:59:17,2011-01-06T18:45:03,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-07,32.1,24,27.1,37.3,24,28.5,22.8,79.6,0,0,0,,,,22.3,18.4,1.1,1010.8,30.2,3.7,76.9,6.6,3,,2011-01-07T06:59:39,2011-01-07T18:45:33,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-08,32.2,20.8,25.4,31.1,20.8,25.3,17,65.6,0,0,0,,,,33.5,27.7,87.8,1010.6,23.3,3.4,112.6,9.8,5,,2011-01-08T07:00:01,2011-01-08T18:46:03,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-09,32.3,19,24.4,30.9,19,24.1,13.9,57.3,0,0,0,,,,,22.3,65.2,1010.3,18.4,2.1,222.1,19.4,8,,2011-01-09T07:00:22,2011-01-09T18:46:32,0.16,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-10,32,19,24.5,30.1,19,24.1,15.3,62.4,0,0,0,,,,,30.3,67.1,1012,10.6,1.7,213.8,18.5,8,,2011-01-10T07:00:42,2011-01-10T18:47:01,0.2,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-11,34.4,19,25.5,33.9,19,25.3,15.9,60.9,0,0,0,,,,,29.5,50.8,1011.2,14.9,1.9,197.6,17,7,,2011-01-11T07:01:02,2011-01-11T18:47:30,0.23,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-12,34,20.1,25.9,31.9,20.1,25.5,15.6,60.3,0,0,0,,,,,20.5,54.4,1011,11.7,1.3,207.6,18.2,8,,2011-01-12T07:01:21,2011-01-12T18:47:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-13,33.1,21,26,37.2,21,27,21.2,77.2,0,0,0,,,,,23.6,237.4,1010.3,19.6,1,219.1,19,8,,2011-01-13T07:01:39,2011-01-13T18:48:26,0.29,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-14,32.9,22.7,27.2,38,22.7,29.2,22.8,78.7,0,0,0,,,,,22.3,259.8,1010.1,19.6,1,181.6,15.5,7,,2011-01-14T07:01:56,2011-01-14T18:48:54,0.32,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-15,34.1,23,28.1,36.6,23,29.4,21.6,71.6,0,0,0,,,,25.9,20.5,36.3,1010.3,20.2,1.9,132.4,11.3,5,,2011-01-15T07:02:12,2011-01-15T18:49:21,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-16,33.3,18,25.8,31.8,18,25.6,15.7,58.8,0,0,0,,,,,36.3,39.8,1011.4,13.4,3.9,208.1,18,8,,2011-01-16T07:02:28,2011-01-16T18:49:47,0.39,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-17,32.5,17,24.5,31.1,17,24.2,13.8,55.2,0,0,0,,,,,27.1,49.6,1011.1,16.6,2.2,221.2,19.1,8,,2011-01-17T07:02:42,2011-01-17T18:50:13,0.42,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-18,31.1,19,23.3,29.6,19,23,14.5,63,0,0,0,,,,,27.7,110.2,1010.4,13.3,1,216.9,18.9,8,,2011-01-18T07:02:56,2011-01-18T18:50:39,0.45,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-19,33.2,18,23.9,31.7,18,23.4,13.8,60.4,0,0,0,,,,,22.3,120.1,1009.4,13.3,1.5,211.1,18.3,8,,2011-01-19T07:03:09,2011-01-19T18:51:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-20,33,18,24.5,32.8,18,24.8,17.5,68.6,0,0,0,,,,,16.6,183.8,1008.5,10.8,2,233.1,20.3,8,,2011-01-20T07:03:21,2011-01-20T18:51:29,0.52,Clear,Clear conditions throughout the day.,clear-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-21,32,19,25.1,36.8,19,26.3,20.9,79.6,0,0,0,,,,,22.3,239.7,1008.2,32.1,2.7,222.8,19.3,8,,2011-01-21T07:03:32,2011-01-21T18:51:52,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-22,33,21,26.1,36.4,21,27.4,22,80.4,0,0,0,,,,,24.1,227.6,1008.4,25.6,2.9,206.1,17.8,7,,2011-01-22T07:03:42,2011-01-22T18:52:16,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-23,33,23,27.4,38.1,23,29.7,23.9,83.3,0,0,0,,,,24.1,24.1,237.1,1008.1,38.5,4,179.8,15.6,7,,2011-01-23T07:03:51,2011-01-23T18:52:39,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-24,33,23,27.4,37.3,23,29.5,23.7,82.4,0,0,0,,,,,22.3,246,1008.9,40.4,5.3,201.5,17.6,7,,2011-01-24T07:03:59,2011-01-24T18:53:01,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-25,32,24,27.5,37.9,24,30.2,24.4,84.3,0,0,0,,,,29.5,27.7,256.4,1009.8,46,6.6,172.4,14.8,6,,2011-01-25T07:04:06,2011-01-25T18:53:22,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-01-26,33,25.1,28.4,38.1,25.1,31.8,24.6,81.1,0,0,0,,,,31.7,29.5,250.1,1009.9,40.5,8,164.8,14.4,6,,2011-01-26T07:04:13,2011-01-26T18:53:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-27,34,25.8,28.7,39.4,25.8,32.6,24.7,80.5,0,0,0,,,,22.3,18.4,210.4,1010,45.9,8.6,191,16.7,7,,2011-01-27T07:04:18,2011-01-27T18:54:03,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-28,33,25.3,28.5,39.3,25.3,32.3,24.9,82.4,0,0,0,,,,37.1,33.5,218.5,1010.9,55.2,8.6,197.1,17.1,7,,2011-01-28T07:04:22,2011-01-28T18:54:22,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-29,33,24,28.2,38.9,24,31.4,24.3,81.1,0,0,0,,,,20.5,20.5,194.8,1011.5,49.9,8,200.1,17.2,7,,2011-01-29T07:04:26,2011-01-29T18:54:41,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-30,33.2,24,28.3,39,24,31.7,24.2,80.2,0,0,0,,,,18.4,16.6,204.5,1011.1,57.4,9.3,200.8,17.4,7,,2011-01-30T07:04:28,2011-01-30T18:54:59,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-01-31,33,25,28.3,38.1,25,31.9,24.7,81.9,0,0,0,,,,18.4,14.8,208.5,1010.6,54.4,9.4,120.4,10.3,4,,2011-01-31T07:04:30,2011-01-31T18:55:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-02-01,33.1,26,28.9,40.5,26,33.4,24.9,80.1,0,0,0,,,,18.4,16.6,220.3,1010.6,50.5,10.2,176,15.2,6,,2011-02-01T07:04:31,2011-02-01T18:55:34,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-02-02,32,26,28.5,39.2,26,33.4,25.4,84.1,0.1,100,4.17,rain,,,18.4,25.9,222.1,1011.2,59.4,9.4,126,10.9,5,,2011-02-02T07:04:30,2011-02-02T18:55:50,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-03,33,24,27.7,38.1,24,29.9,23.9,81.4,0.3,100,12.5,rain,,,16.6,15.5,206.2,1010.6,51.7,14.3,95.8,8.3,3,,2011-02-03T07:04:29,2011-02-03T18:56:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-04,31.4,24,27.4,37.7,24,30.2,24.5,85.1,0,0,0,,,,16.6,14.8,207.3,1010.5,46.7,8,201.6,17.6,7,,2011-02-04T07:04:27,2011-02-04T18:56:20,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-05,35.1,25,28.6,38.7,25,30.5,22.7,74.2,0,0,0,,,,20.5,27.7,69,1010.3,36.7,31.3,65.8,5.7,2,,2011-02-05T07:04:24,2011-02-05T18:56:34,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-06,33.1,24,28,38.2,24,30.6,23.5,78.2,0,0,0,,,,18.4,18.7,202.3,1011,48.3,9.2,193.1,16.8,7,,2011-02-06T07:04:20,2011-02-06T18:56:47,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-07,32.7,24,27.9,38.4,24,30.6,23.8,79.8,0,0,0,,,,16.6,14.8,188.2,1010.9,53.3,9.4,112.8,9.5,4,,2011-02-07T07:04:15,2011-02-07T18:56:59,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
Lagos,2011-02-08,33,23,27.8,38,23,30.6,23.9,81.1,0,0,0,,,,16.6,21.7,246.1,1009.9,46.7,8.8,209.9,18.2,8,,2011-02-08T07:04:09,2011-02-08T18:57:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
Lagos,2011-02-09,34,25,27.9,40.6,25,31.3,24.6,83.1,4.1,100,4.17,rain,,,16.6,20.2,215.2,1009.3,56.9,9.3,181.2,15.7,7,,2011-02-09T07:04:02,2011-02-09T18:57:22,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-10,33.1,22,26.6,39.8,22,28.9,23.6,84.8,0.7,100,4.17,rain,,,24.1,59.4,221,1010.4,62.3,7.9,88.1,7.5,3,,2011-02-10T07:03:54,2011-02-10T18:57:33,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
Lagos,2011-02-11,33.1,22.3,26.8,37.9,22.3,29,22.5,78.8,16,100,8.33,rain,,,16.6,13,269.8,1010.9,44.8,7.7,116.9,10.1,4,,2011-02-11T07:03:46,2011-02-11T18:57:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,65201099999"
Lagos,2011-02-12,33.4,24,27.7,39.8,24,30.3,24.2,82.5,0.1,100,4.17,rain,,,16.6,16.6,186.6,1011,58.2,8.3,129.8,11.2,6,,2011-02-12T07:03:36,2011-02-12T18:57:51,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-13,32.7,24.6,28.3,38.9,24.6,31.5,24.5,81.3,0.3,100,8.33,rain,,,40.7,18.4,208.2,1011.4,53.4,9.2,148.2,12.9,5,,2011-02-13T07:03:26,2011-02-13T18:58:00,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-14,34,25.6,29,39.4,25.6,32.5,24.1,76.5,1.2,100,16.67,rain,,,22.3,20.9,241.6,1011.1,54.4,10.5,126.8,10.8,5,,2011-02-14T07:03:15,2011-02-14T18:58:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
Lagos,2011-02-15,35.1,24.8,28.4,42.9,24.8,31.6,23.7,76.9,0.2,100,4.17,rain,,,16.6,22.3,239.5,1009.9,55.8,9.2,88.5,7.5,3,,2011-02-15T07:03:03,2011-02-15T18:58:14,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,65201099999"
