State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
ABIA,ABA SOUTH,OHAZU I,01-02-05-037,AGULANNA ROAD PRIMARY SCHOOL X,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU I,01-02-05-042,AWKUZU HALL IV,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-017,UMUOGELE PRIMARY SCHOOL VI,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-019,UMUOGELE PRIMARY SCHOOL VIII,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-022,UMUONYENTU HEALTH CENTRE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-025,NNACHI HALL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-027,UMUONYENTU HEALTH CENTRE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-027,UMUAKPULONU VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,OHAZU II,01-02-06-027,IHEORJI VILLAGE SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,AROCHUKWU,AROCHUKWU III,01-03-06-018,COMMUNITY SECONDARY SCH. AMUVI,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,AROCHUKWU,AROCHUKWU III,01-03-06-018,MGBALA EKPE AMUVI,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,AROCHUKWU,AROCHUKWU III,01-03-06-018,UMENTA HALL AMUVI,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ISUIKWUATO,ACHARA / MGBUGWU,01-07-09-016,UGWUELE CIVIC HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ISUIKWUATO,ACHARA / MGBUGWU,01-07-09-016,ELUORO VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ISUIKWUATO,ACHARA / MGBUGWU,01-07-09-016,ACHARA UTURU COMMUNITY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ISUIKWUATO,IKEAGHA I,01-08-08-010,AMUKAHIA VILLAGE SQUARE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,ABAYI  II,01-09-02-029,EHERE II - ALL SAINTS SEC. SCH. IV,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,ABAYI  II,01-09-02-037,UMUDUKWU COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,ABAYI  II,01-09-02-037,UMUOKAHIA - C.P.S. 1,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AHIABA,01-09-05-021,OSUSU UMUIKPEGHE OSUSU UMUIKPEGHE HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUOMAI-UMUOMAI HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUOCHIEKE COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUAMA CIVIC HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUGA COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUOBE COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,MIGRANT FARMERS SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUNKAMA VILLAGE COUNCIL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,OKPUAFOR VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-05-032,UMUOGELE/UMUOKOROMA UMUOGELE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-08-027,UMUGO COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,AKUMAIMO,01-09-08-027,UMUOBU COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,MGBOKO ITUNGWA,01-09-06-016,EKWUNNE/OMOVU/VILLAGE COUNCIL HALL ITUNGWA I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,MGBOKO ITUNGWA,01-09-06-016,NGWOKAHIA/UZOITU VILLAGE COUNCIL HALL ITUNGWA II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,MGBOKO ITUNGWA,01-09-06-016,MGBOKO ORIAEFULE COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OBINGWA,MGBOKO ITUNGWA,01-09-06-016,UMUOGWUGWU/UMUADIUKWU COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,OHAFIA CENTRAL SCHOOL PREMISES,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,EBIRI PRIMARY SCHOOL PREMISES,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,NDI AMAECHI SQUARE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,OBIMBA HALL AMAEKPU,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,ARMY DAY SECONDARY SCHOOL OHAFIA,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,OKAGWE TOWN HALL III,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,NDI NKOLE COMPOUND HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-10-02-024,AMAEKPU COMMUNITY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,OHAFOR OHAFIA,01-10-04-019,OMAGHUZOR HEALTH CENTER,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,OKAMU OHAFIA,01-10-08-028,OKAMU SEC. COM. SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,OKAMU OHAFIA,01-10-08-028,NDI ANAYAJA COMPOUND  HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,OKAMU OHAFIA,01-10-08-028,NDI MBE COMPOUND HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,OKAMU OHAFIA,01-10-08-028,NDI OKA COMP. HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-029,MBUTU UMUOJIMA COMMUNITY SNR.SECONDARY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-035,"UMUGAA COUNCIL 
HALL II",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-039,ABAYI ARIARIA PRIMARY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-041,"ISIOKPO HALL, AHIABA I",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-043,UMUKAEGBU COUNCIL HALL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-043,IHUKAMALU VILLAGE SQUARE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-049,UMUOHAKA VILLAGE SQUARE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-054,"AMA ANUM COUNCIL
 HALL III",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-058,AKPO TOWN HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-066,UMUEGOKA VILLAGE SQUARE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-066,UMUEGOKA VILLAGE SQUARE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-066,UMUDIOKA COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-024,UMUNGASI POST  OFFICE III,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-028,BOUNDARY AVENUE II-UMUNGASI III,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-033,UMULE COMPREHENSIVE SENIOR SECONDARY SCHOOL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-035,"UMUEHILEGBU VILLAGE HALL I, UMUOCHAM",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-039,67 INFANTRY UMULE IV,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-045,UMUODE COMMUNITY SECONDARY SCH. III UMUODE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-051,"UMUORU VILLAGE  HALL I , UMUORU - UMUODE",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-061,WORLD BANK MODEL PRIMARY SCH. III  ABAYI II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-061,ABAYI VILL. HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-064,ABIA STATE UNIVERSITY SCHOOL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-070,UMUNWANKWO HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-076,"UMUOJIMA EGBEKE FAMILY HALL, AHIABA UMUEZE",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-076,UMUAMACHA  COUNCIL HALL AHIABA UMUEZE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-076,AHIABA VILLAGE COUNCIL HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,AMASATOR,01-11-03-089,"ABIA STATE UNIV, INT'L SECONDARY SCHOOL III",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,OKPOR - UMUOBO,01-11-10-009,UGWUABA/UMUABA VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,OKPOR - UMUOBO,01-11-10-014,ABUWA MEMORIAL COMMUNITY PRIMARY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-09-008,UMUENYINNA VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-07-014,"ALAOCHA NWOGU TRIANGLE, UMUEKE",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-07-018,EGBELUOWO VILLAGE COUNCIL HALL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-07-020,UMUOKOROGBU VILLAGE CIVIC CENTRE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-07-020,UMUOKOROGBU VILLAGE CIVIC CENTRE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OSISIOMA,URTTA,01-11-07-026,OBUZOR CENTRAL SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU  EAST,01-14-07-009,UMUDOBIA  VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU  EAST,01-14-07-009,OBEHIE HEALTH CENTRE I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU  EAST,01-14-07-009,OBEHIE HEALTH CENTRE II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU WEST,01-14-07-009,UMUNWULU TOWN VILL SQ.,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU WEST,01-14-06-007,UMUNGEDE NWANYI KWERENADI COMM. TOWN HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU WEST,01-14-06-013,UMUOLOLO COMM. TOWN HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,IPU WEST,01-14-06-013,MIGRANTS FARMERS PRI. SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,OBOKWE,01-14-06-016,UMUNDUGU VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UKWA  WEST,OBOKWE,01-14-06-016,UMUOPERE HALL ,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,IBEKU EAST  II,01-15-02-018,OGWUMABIRI UKWUAPU PRIMARY SCHOOL OSSAH,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,NDUME,01-15-03-030,UMUCHIEZE VILLAGE SQUARE,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,NKWOACHARA,01-15-03-053,UMUAWA ALAOCHA PRIMARY SCHOOL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,NKWOACHARA,01-15-03-053,UMUAWA ALAOCHA PRIMARY SCHOOL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,NKWOACHARA,01-15-08-012,UMUYOTA ALAIKE COMMUNITY CIVIC HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-038,"UGBA I COMM. SCHOOL, UGBA II",0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-038,AMAOKWE COMMUNITY HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-049,OKIGWE PARK MISSION HILL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  I,01-15-05-073,UKAEGBU HOUSING ESTATE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-022,UMUOLEGHE AZUAHIA VILLAGE HALL II,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-024,UGWUNCHARA PRIMARY SCHOOL I,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-026,UMUOLEGHE AZUAHIA VILLAGE HALL III,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,UMUAHIA NORTH,UMUHU,01-15-11-020,UMU-AJANA VILLAGE HALL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA NORTH,ARIARIA MARKET,01-01-02-037,BTC PREMISES XI,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA NORTH,EZIAMA,01-01-02-037,BTC SCHOOL PRMISES XIII,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,OHAFIA,ISIAMA OHAFIA,01-02-01-054,OHAFIA GIRLS SECONDARY SCHOOL,0,0,0,0,1,0,1,1,0,0,0,0,0,
ABIA,ABA SOUTH,IGWEBUIKE,01-13-02-005,ASAEME VILLAGE HALL IV,0,0,0,0,1,0,1,1,0,0,0,0,0,
